Barcode 1,Barcode 2,Distância Bottleneck
67b,82a,25.000000
67b,82b,27.000000
67b,83a,24.000000
67b,83b,24.000000
67b,84a,30.000000
67b,84b,25.000000
67b,85a,30.000000
67b,85b,22.000000
67b,86a,30.000000
67b,86b,24.000000
67b,87a,36.000000
67b,87b,24.000000
67b,88a,24.000000
67b,88b,27.000000
67b,89a,27.000000
67b,89b,26.000000
67b,8a,25.000000
67b,8b,33.000000
67b,90a,31.000000
67b,90b,33.000000
67b,91a,27.000000
67b,91b,25.000000
67b,92a,28.000000
67b,92b,20.000000
67b,93a,27.000000
67b,93b,23.000000
67b,94a,27.000000
67b,94b,28.000000
67b,95a,32.000000
67b,95b,41.000000
67b,96a,50.000000
67b,96b,24.000000
67b,97a,26.000000
67b,97b,23.000000
67b,98a,39.000000
67b,98b,27.000000
67b,99a,28.000000
67b,99b,27.000000
67b,9a,24.000000
67b,9b,23.000000
68a,68b,23.000000
68a,69a,24.000000
68a,69b,40.000000
68a,6a,26.000000
68a,6b,27.000000
68a,70a,29.000000
68a,70b,46.000000
68a,71a,27.000000
68a,71b,46.000000
68a,72a,63.000000
68a,72b,26.000000
68a,73a,28.000000
68a,73b,31.000000
68a,74a,20.000000
68a,74b,39.000000
68a,75a,41.000000
68a,75b,36.000000
68a,76a,23.000000
68a,76b,31.000000
68a,77a,35.000000
68a,77b,76.000000
68a,78a,46.000000
68a,78b,24.000000
68a,79a,36.000000
68a,79b,21.000000
68a,7a,49.000000
68a,7b,48.000000
68a,80a,34.000000
68a,80b,35.000000
68a,81a,30.000000
68a,81b,25.000000
68a,82a,30.000000
68a,82b,28.000000
68a,83a,38.000000
68a,83b,24.000000
68a,84a,42.000000
68a,84b,29.000000
68a,85a,27.000000
68a,85b,38.000000
68a,86a,21.000000
68a,86b,24.000000
68a,87a,51.000000
68a,87b,38.000000
68a,88a,41.000000
68a,88b,39.000000
68a,89a,23.000000
68a,89b,26.000000
68a,8a,22.000000
68a,8b,26.000000
68a,90a,36.000000
68a,90b,35.000000
68a,91a,13.000000
68a,91b,28.000000
68a,92a,26.000000
68a,92b,25.000000
68a,93a,25.000000
68a,93b,25.000000
68a,94a,32.000000
68a,94b,33.000000
68a,95a,31.000000
68a,95b,46.000000
68a,96a,68.000000
68a,96b,18.000000
68a,97a,42.000000
68a,97b,27.000000
68a,98a,53.000000
68a,98b,21.000000
68a,99a,44.000000
68a,99b,32.000000
68a,9a,44.000000
68a,9b,30.000000
68b,69a,26.000000
68b,69b,29.000000
68b,6a,24.000000
68b,6b,24.000000
68b,70a,17.000000
68b,70b,43.000000
68b,71a,30.000000
68b,71b,40.000000
68b,72a,52.000000
68b,72b,24.000000
68b,73a,33.000000
68b,73b,32.000000
68b,74a,19.000000
68b,74b,28.000000
68b,75a,42.000000
68b,75b,30.000000
68b,76a,26.000000
68b,76b,27.000000
68b,77a,31.000000
68b,77b,77.500000
68b,78a,35.000000
68b,78b,21.000000
68b,79a,31.000000
68b,79b,26.000000
68b,7a,38.000000
68b,7b,49.000000
68b,80a,35.000000
68b,80b,27.000000
68b,81a,34.000000
68b,81b,23.000000
68b,82a,31.000000
68b,82b,29.000000
68b,83a,27.000000
68b,83b,20.000000
68b,84a,31.000000
68b,84b,18.000000
68b,85a,34.000000
68b,85b,27.000000
68b,86a,23.000000
68b,86b,21.000000
68b,87a,45.000000
68b,87b,36.000000
68b,88a,30.000000
68b,88b,28.000000
68b,89a,26.000000
68b,89b,28.000000
68b,8a,26.000000
68b,8b,37.000000
68b,90a,33.000000
68b,90b,38.500000
68b,91a,34.000000
68b,91b,29.000000
68b,92a,24.500000
68b,92b,23.000000
68b,93a,33.000000
68b,93b,20.000000
68b,94a,25.000000
68b,94b,24.000000
68b,95a,33.000000
68b,95b,48.000000
68b,96a,59.000000
68b,96b,27.500000
68b,97a,31.000000
68b,97b,24.000000
68b,98a,44.000000
68b,98b,31.000000
68b,99a,33.000000
68b,99b,23.000000
68b,9a,33.000000
68b,9b,27.000000
69a,69b,20.500000
69a,6a,27.000000
69a,6b,27.500000
69a,70a,20.000000
69a,70b,31.000000
69a,71a,30.000000
69a,71b,32.000000
69a,72a,39.000000
69a,72b,30.000000
69a,73a,32.000000
69a,73b,20.000000
69a,74a,20.000000
69a,74b,35.000000
69a,75a,39.000000
69a,75b,35.000000
69a,76a,23.000000
69a,76b,18.000000
69a,77a,26.000000
69a,77b,72.000000
69a,78a,25.000000
69a,78b,24.000000
69a,79a,16.000000
69a,79b,27.500000
69a,7a,29.000000
69a,7b,43.000000
69a,80a,30.000000
69a,80b,21.000000
69a,81a,23.000000
69a,81b,20.000000
69a,82a,22.000000
69a,82b,26.000000
69a,83a,20.000000
69a,83b,28.000000
69a,84a,23.000000
69a,84b,25.000000
69a,85a,25.000000
69a,85b,20.000000
69a,86a,23.000000
69a,86b,23.000000
69a,87a,34.000000
69a,87b,26.000000
69a,88a,36.000000
69a,88b,37.000000
69a,89a,21.000000
69a,89b,26.000000
69a,8a,22.000000
69a,8b,35.000000
69a,90a,37.000000
69a,90b,30.000000
69a,91a,26.000000
69a,91b,27.000000
69a,92a,26.000000
69a,92b,20.000000
69a,93a,21.000000
69a,93b,21.000000
69a,94a,23.000000
69a,94b,37.000000
69a,95a,29.000000
69a,95b,44.000000
69a,96a,46.000000
69a,96b,19.000000
69a,97a,20.000000
69a,97b,21.000000
69a,98a,42.000000
69a,98b,27.000000
69a,99a,20.000000
69a,99b,25.000000
69a,9a,20.000000
69a,9b,19.000000
69b,6a,26.000000
69b,6b,33.000000
69b,70a,22.000000
69b,70b,29.000000
69b,71a,32.000000
69b,71b,27.000000
69b,72a,27.000000
69b,72b,22.000000
69b,73a,33.000000
69b,73b,16.000000
69b,74a,29.000000
69b,74b,29.000000
69b,75a,42.000000
69b,75b,25.000000
69b,76a,39.000000
69b,76b,35.000000
69b,77a,29.000000
69b,77b,74.000000
69b,78a,24.000000
69b,78b,24.000000
69b,79a,17.000000
69b,79b,27.000000
69b,7a,36.000000
69b,7b,41.000000
69b,80a,28.000000
69b,80b,16.000000
69b,81a,27.000000
69b,81b,19.000000
69b,82a,28.000000
69b,82b,29.000000
69b,83a,26.000000
69b,83b,44.000000
69b,84a,20.500000
69b,84b,23.000000
69b,85a,34.000000
69b,85b,15.000000
69b,86a,30.000000
69b,86b,29.000000
69b,87a,35.000000
69b,87b,33.000000
69b,88a,30.000000
69b,88b,36.000000
69b,89a,25.000000
69b,89b,27.000000
69b,8a,22.000000
69b,8b,28.000000
69b,90a,33.000000
69b,90b,37.000000
69b,91a,28.000000
69b,91b,29.000000
69b,92a,21.000000
69b,92b,26.000000
69b,93a,30.000000
69b,93b,25.000000
69b,94a,29.000000
69b,94b,36.000000
69b,95a,31.000000
69b,95b,47.000000
69b,96a,30.000000
69b,96b,31.000000
69b,97a,20.500000
69b,97b,37.000000
69b,98a,42.000000
69b,98b,43.000000
69b,99a,26.000000
69b,99b,19.000000
69b,9a,17.000000
69b,9b,15.000000
6a,6b,20.000000
6a,70a,20.000000
6a,70b,30.000000
6a,71a,29.000000
6a,71b,28.000000
6a,72a,44.000000
6a,72b,17.000000
6a,73a,30.000000
6a,73b,31.000000
6a,74a,19.000000
6a,74b,20.000000
6a,75a,38.000000
6a,75b,26.000000
6a,76a,25.000000
6a,76b,24.000000
6a,77a,29.000000
6a,77b,75.000000
6a,78a,27.000000
6a,78b,24.000000
6a,79a,32.000000
6a,79b,24.000000
6a,7a,35.000000
6a,7b,46.000000
6a,80a,21.000000
6a,80b,26.000000
6a,81a,35.000000
6a,81b,22.000000
6a,82a,26.000000
6a,82b,30.000000
6a,83a,19.000000
6a,83b,23.000000
6a,84a,29.000000
6a,84b,23.000000
6a,85a,32.000000
6a,85b,28.500000
6a,86a,26.000000
6a,86b,28.000000
6a,87a,29.000000
6a,87b,24.000000
6a,88a,25.000000
6a,88b,23.000000
6a,89a,26.000000
6a,89b,28.000000
6a,8a,25.000000
6a,8b,34.000000
6a,90a,32.000000
6a,90b,34.000000
6a,91a,27.000000
6a,91b,30.000000
6a,92a,28.000000
6a,92b,18.000000
6a,93a,25.000000
6a,93b,21.000000
6a,94a,26.000000
6a,94b,23.000000
6a,95a,32.500000
6a,95b,45.000000
6a,96a,45.000000
6a,96b,23.000000
6a,97a,26.000000
6a,97b,24.000000
6a,98a,42.000000
6a,98b,31.000000
6a,99a,25.000000
6a,99b,25.000000
6a,9a,28.000000
6a,9b,27.000000
6b,70a,22.000000
6b,70b,28.000000
6b,71a,30.000000
6b,71b,25.000000
6b,72a,48.000000
6b,72b,19.000000
6b,73a,30.000000
6b,73b,24.000000
6b,74a,20.000000
6b,74b,32.000000
6b,75a,38.000000
6b,75b,29.000000
6b,76a,20.000000
6b,76b,22.000000
6b,77a,28.000000
6b,77b,75.000000
6b,78a,39.000000
6b,78b,23.000000
6b,79a,29.000000
6b,79b,22.000000
6b,7a,42.000000
6b,7b,41.000000
6b,80a,27.000000
6b,80b,28.000000
6b,81a,29.000000
6b,81b,24.000000
6b,82a,25.000000
6b,82b,30.000000
6b,83a,31.000000
6b,83b,26.000000
6b,84a,35.000000
6b,84b,22.000000
6b,85a,30.000000
6b,85b,31.000000
6b,86a,26.000000
6b,86b,27.000000
6b,87a,30.000000
6b,87b,22.000000
6b,88a,34.000000
6b,88b,32.000000
6b,89a,25.000000
6b,89b,28.000000
6b,8a,25.000000
6b,8b,24.000000
6b,90a,30.000000
6b,90b,32.000000
6b,91a,26.000000
6b,91b,29.000000
6b,92a,28.000000
6b,92b,21.000000
6b,93a,27.000000
6b,93b,20.000000
6b,94a,26.000000
6b,94b,26.000000
6b,95a,26.000000
6b,95b,45.000000
6b,96a,45.000000
6b,96b,21.000000
6b,97a,35.000000
6b,97b,25.000000
6b,98a,43.000000
6b,98b,27.500000
6b,99a,37.000000
6b,99b,25.000000
6b,9a,37.000000
6b,9b,23.000000
70a,70b,31.000000
70a,71a,30.000000
70a,71b,29.000000
70a,72a,38.000000
70a,72b,23.000000
70a,73a,29.000000
70a,73b,26.000000
70a,74a,23.000000
70a,74b,22.000000
70a,75a,41.000000
70a,75b,24.000000
70a,76a,24.000000
70a,76b,24.000000
70a,77a,28.000000
70a,77b,67.000000
70a,78a,21.000000
70a,78b,23.000000
70a,79a,29.000000
70a,79b,28.000000
70a,7a,33.000000
70a,7b,44.000000
70a,80a,19.000000
70a,80b,25.000000
70a,81a,31.000000
70a,81b,23.000000
70a,82a,24.000000
70a,82b,23.000000
70a,83a,19.000000
70a,83b,29.000000
70a,84a,28.000000
70a,84b,20.000000
70a,85a,27.000000
70a,85b,20.000000
70a,86a,22.000000
70a,86b,21.000000
70a,87a,31.000000
70a,87b,27.000000
70a,88a,23.000000
70a,88b,27.000000
70a,89a,19.000000
70a,89b,20.000000
70a,8a,22.000000
70a,8b,32.000000
70a,90a,31.000000
70a,90b,32.000000
70a,91a,22.000000
70a,91b,25.000000
70a,92a,26.000000
70a,92b,20.000000
70a,93a,22.000000
70a,93b,20.000000
70a,94a,21.000000
70a,94b,24.000000
70a,95a,31.000000
70a,95b,46.000000
70a,96a,45.000000
70a,96b,27.000000
70a,97a,22.000000
70a,97b,26.000000
70a,98a,42.500000
70a,98b,32.000000
70a,99a,24.000000
70a,99b,23.000000
70a,9a,25.000000
70a,9b,26.000000
70b,71a,42.000000
70b,71b,21.000000
70b,72a,32.000000
70b,72b,28.000000
70b,73a,27.000000
70b,73b,31.000000
70b,74a,30.000000
70b,74b,31.000000
70b,75a,39.000000
70b,75b,28.000000
70b,76a,37.000000
70b,76b,33.000000
70b,77a,30.000000
70b,77b,72.000000
70b,78a,24.000000
70b,78b,35.000000
70b,79a,31.000000
70b,79b,31.000000
70b,7a,33.000000
70b,7b,45.000000
70b,80a,27.000000
70b,80b,28.000000
70b,81a,24.000000
70b,81b,31.000000
70b,82a,30.000000
70b,82b,31.000000
70b,83a,31.000000
70b,83b,45.000000
70b,84a,29.000000
70b,84b,31.000000
70b,85a,30.000000
70b,85b,31.000000
70b,86a,33.000000
70b,86b,38.000000
70b,87a,28.000000
70b,87b,31.000000
70b,88a,32.500000
70b,88b,35.000000
70b,89a,39.000000
70b,89b,29.000000
70b,8a,32.000000
70b,8b,28.000000
70b,90a,32.000000
70b,90b,33.000000
70b,91a,42.000000
70b,91b,31.000000
70b,92a,31.000000
70b,92b,37.000000
70b,93a,44.000000
70b,93b,32.000000
70b,94a,31.000000
70b,94b,31.000000
70b,95a,23.000000
70b,95b,46.000000
70b,96a,28.000000
70b,96b,41.000000
70b,97a,31.000000
70b,97b,46.000000
70b,98a,44.000000
70b,98b,48.000000
70b,99a,23.000000
70b,99b,28.000000
70b,9a,30.000000
70b,9b,24.000000
71a,71b,41.000000
71a,72a,55.000000
71a,72b,30.000000
71a,73a,36.000000
71a,73b,30.000000
71a,74a,24.000000
71a,74b,31.000000
71a,75a,33.000000
71a,75b,28.000000
71a,76a,27.000000
71a,76b,29.000000
71a,77a,28.000000
71a,77b,57.000000
71a,78a,38.000000
71a,78b,29.000000
71a,79a,30.000000
71a,79b,28.000000
71a,7a,41.000000
71a,7b,33.000000
71a,80a,28.000000
71a,80b,29.000000
71a,81a,27.000000
71a,81b,28.000000
71a,82a,28.000000
71a,82b,27.000000
71a,83a,30.000000
71a,83b,28.000000
71a,84a,34.000000
71a,84b,30.000000
71a,85a,29.000000
71a,85b,30.000000
71a,86a,29.000000
71a,86b,30.000000
71a,87a,46.000000
71a,87b,33.000000
71a,88a,33.000000
71a,88b,37.000000
71a,89a,26.000000
71a,89b,24.000000
71a,8a,27.000000
71a,8b,33.000000
71a,90a,34.000000
71a,90b,35.000000
71a,91a,28.000000
71a,91b,30.500000
71a,92a,29.000000
71a,92b,30.500000
71a,93a,23.000000
71a,93b,28.000000
71a,94a,25.000000
71a,94b,36.000000
71a,95a,31.000000
71a,95b,27.000000
71a,96a,62.000000
71a,96b,30.000000
71a,97a,34.000000
71a,97b,29.000000
71a,98a,45.000000
71a,98b,30.500000
71a,99a,36.000000
71a,99b,30.000000
71a,9a,36.000000
71a,9b,29.000000
71b,72a,30.000000
71b,72b,27.000000
71b,73a,27.000000
71b,73b,29.000000
71b,74a,32.000000
71b,74b,29.000000
71b,75a,33.000000
71b,75b,23.000000
71b,76a,39.000000
71b,76b,30.000000
71b,77a,26.000000
71b,77b,75.000000
71b,78a,27.000000
71b,78b,32.000000
71b,79a,30.000000
71b,79b,33.000000
71b,7a,29.000000
71b,7b,43.000000
71b,80a,27.000000
71b,80b,29.000000
71b,81a,26.000000
71b,81b,29.000000
71b,82a,28.000000
71b,82b,29.000000
71b,83a,29.000000
71b,83b,42.000000
71b,84a,31.000000
71b,84b,29.000000
71b,85a,31.000000
71b,85b,32.000000
71b,86a,31.000000
71b,86b,35.000000
71b,87a,26.000000
71b,87b,31.000000
71b,88a,32.000000
71b,88b,27.000000
71b,89a,36.000000
71b,89b,31.000000
71b,8a,30.000000
71b,8b,25.000000
71b,90a,24.000000
71b,90b,26.000000
71b,91a,39.000000
71b,91b,29.000000
71b,92a,31.000000
71b,92b,34.000000
71b,93a,41.000000
71b,93b,29.000000
71b,94a,29.000000
71b,94b,29.000000
71b,95a,28.000000
71b,95b,40.000000
71b,96a,27.000000
71b,96b,38.000000
71b,97a,32.000000
71b,97b,48.000000
71b,98a,36.000000
71b,98b,49.000000
71b,99a,27.000000
71b,99b,27.000000
71b,9a,32.000000
71b,9b,27.000000
72a,72b,45.000000
72a,73a,35.000000
72a,73b,32.000000
72a,74a,45.000000
72a,74b,26.000000
72a,75a,30.000000
72a,75b,36.000000
72a,76a,62.000000
72a,76b,42.000000
72a,77a,28.000000
72a,77b,63.000000
72a,78a,18.000000
72a,78b,44.000000
72a,79a,27.000000
72a,79b,50.000000
72a,7a,38.000000
72a,7b,46.000000
72a,80a,29.000000
72a,80b,28.000000
72a,81a,34.000000
72a,81b,38.000000
72a,82a,33.000000
72a,82b,35.000000
72a,83a,25.000000
72a,83b,54.000000
72a,84a,21.000000
72a,84b,34.000000
72a,85a,57.000000
72a,85b,25.000000
72a,86a,42.000000
72a,86b,47.000000
72a,87a,25.000000
72a,87b,37.000000
72a,88a,25.000000
72a,88b,31.500000
72a,89a,48.000000
72a,89b,47.000000
72a,8a,41.000000
72a,8b,37.000000
72a,90a,37.000000
72a,90b,38.000000
72a,91a,51.000000
72a,91b,35.000000
72a,92a,37.000000
72a,92b,46.000000
72a,93a,53.000000
72a,93b,41.000000
72a,94a,31.000000
72a,94b,30.000000
72a,95a,32.000000
72a,95b,44.000000
72a,96a,26.000000
72a,96b,51.000000
72a,97a,21.000000
72a,97b,60.000000
72a,98a,40.000000
72a,98b,66.000000
72a,99a,20.000000
72a,99b,31.000000
72a,9a,29.000000
72a,9b,33.000000
72b,73a,29.000000
72b,73b,28.000000
72b,74a,16.000000
72b,74b,21.000000
72b,75a,42.000000
72b,75b,27.000000
72b,76a,20.000000
72b,76b,24.000000
72b,77a,31.000000
72b,77b,73.000000
72b,78a,28.000000
72b,78b,23.000000
72b,79a,29.000000
72b,79b,18.000000
72b,7a,34.000000
72b,7b,49.000000
72b,80a,21.000000
72b,80b,25.000000
72b,81a,30.000000
72b,81b,23.000000
72b,82a,26.000000
72b,82b,23.000000
72b,83a,20.000000
72b,83b,23.000000
72b,84a,29.000000
72b,84b,23.000000
72b,85a,27.000000
72b,85b,30.000000
72b,86a,30.000000
72b,86b,30.500000
72b,87a,25.000000
72b,87b,21.000000
72b,88a,30.000000
72b,88b,25.000000
72b,89a,30.000000
72b,89b,26.000000
72b,8a,28.000000
72b,8b,29.000000
72b,90a,29.000000
72b,90b,33.000000
72b,91a,30.000000
72b,91b,30.000000
72b,92a,29.000000
72b,92b,19.000000
72b,93a,27.000000
72b,93b,22.000000
72b,94a,25.000000
72b,94b,23.000000
72b,95a,28.000000
72b,95b,48.000000
72b,96a,46.000000
72b,96b,22.000000
72b,97a,29.000000
72b,97b,28.000000
72b,98a,44.500000
72b,98b,29.000000
72b,99a,26.000000
72b,99b,21.000000
72b,9a,30.000000
72b,9b,22.000000
73a,73b,22.000000
73a,74a,34.000000
73a,74b,31.000000
73a,75a,34.000000
73a,75b,31.000000
73a,76a,31.000000
73a,76b,32.000000
73a,77a,25.000000
73a,77b,72.000000
73a,78a,29.000000
73a,78b,29.000000
73a,79a,32.000000
73a,79b,39.000000
73a,7a,32.000000
73a,7b,38.000000
73a,80a,28.000000
73a,80b,27.000000
73a,81a,30.000000
73a,81b,24.000000
73a,82a,32.000000
73a,82b,27.000000
73a,83a,27.000000
73a,83b,35.000000
73a,84a,20.000000
73a,84b,23.000000
73a,85a,22.000000
73a,85b,30.000000
73a,86a,33.000000
73a,86b,32.000000
73a,87a,33.000000
73a,87b,32.000000
73a,88a,27.000000
73a,88b,42.000000
73a,89a,25.000000
73a,89b,25.000000
73a,8a,33.000000
73a,8b,29.000000
73a,90a,31.000000
73a,90b,33.000000
73a,91a,30.000000
73a,91b,32.000000
73a,92a,19.000000
73a,92b,26.000000
73a,93a,28.000000
73a,93b,21.000000
73a,94a,32.000000
73a,94b,20.500000
73a,95a,15.000000
73a,95b,41.000000
73a,96a,42.000000
73a,96b,38.000000
73a,97a,23.000000
73a,97b,31.000000
73a,98a,41.000000
73a,98b,35.000000
73a,99a,23.000000
73a,99b,19.000000
73a,9a,36.000000
73a,9b,37.000000
73b,74a,21.000000
73b,74b,29.000000
73b,75a,36.000000
73b,75b,32.000000
73b,76a,30.000000
73b,76b,28.000000
73b,77a,24.000000
73b,77b,73.000000
73b,78a,24.000000
73b,78b,21.000000
73b,79a,16.500000
73b,79b,18.000000
73b,7a,24.000000
73b,7b,47.000000
73b,80a,23.000000
73b,80b,18.000000
73b,81a,29.000000
73b,81b,16.000000
73b,82a,28.000000
73b,82b,27.000000
73b,83a,19.000000
73b,83b,35.000000
73b,84a,28.000000
73b,84b,21.000000
73b,85a,25.000000
73b,85b,17.000000
73b,86a,25.000000
73b,86b,25.000000
73b,87a,35.000000
73b,87b,37.000000
73b,88a,25.000000
73b,88b,39.000000
73b,89a,17.000000
73b,89b,26.000000
73b,8a,22.000000
73b,8b,21.000000
73b,90a,30.000000
73b,90b,32.000000
73b,91a,23.000000
73b,91b,30.000000
73b,92a,20.000000
73b,92b,20.000000
73b,93a,24.000000
73b,93b,27.000000
73b,94a,26.000000
73b,94b,22.000000
73b,95a,20.000000
73b,95b,41.000000
73b,96a,39.000000
73b,96b,22.000000
73b,97a,19.000000
73b,97b,32.000000
73b,98a,43.000000
73b,98b,38.000000
73b,99a,16.000000
73b,99b,22.000000
73b,9a,20.000000
73b,9b,16.000000
74a,74b,27.000000
74a,75a,41.000000
74a,75b,20.000000
74a,76a,18.000000
74a,76b,24.000000
74a,77a,29.000000
74a,77b,71.000000
74a,78a,28.000000
74a,78b,25.000000
74a,79a,21.000000
74a,79b,14.000000
74a,7a,31.000000
74a,7b,46.000000
74a,80a,26.000000
74a,80b,23.000000
74a,81a,29.000000
74a,81b,26.000000
74a,82a,18.000000
74a,82b,21.000000
74a,83a,20.000000
74a,83b,22.000000
74a,84a,24.000000
74a,84b,21.000000
74a,85a,29.000000
74a,85b,22.000000
74a,86a,21.000000
74a,86b,22.000000
74a,87a,37.000000
74a,87b,24.000000
74a,88a,28.000000
74a,88b,35.000000
74a,89a,18.000000
74a,89b,21.000000
74a,8a,20.000000
74a,8b,25.000000
74a,90a,32.000000
74a,90b,22.000000
74a,91a,21.000000
74a,91b,22.000000
74a,92a,22.000000
74a,92b,19.000000
74a,93a,24.000000
74a,93b,27.000000
74a,94a,20.000000
74a,94b,34.000000
74a,95a,29.000000
74a,95b,47.000000
74a,96a,52.000000
74a,96b,20.000000
74a,97a,24.000000
74a,97b,28.000000
74a,98a,40.000000
74a,98b,25.000000
74a,99a,27.000000
74a,99b,26.000000
74a,9a,26.000000
74a,9b,17.000000
74b,75a,35.000000
74b,75b,22.000000
74b,76a,38.000000
74b,76b,36.000000
74b,77a,26.000000
74b,77b,76.000000
74b,78a,19.000000
74b,78b,21.000000
74b,79a,27.000000
74b,79b,32.000000
74b,7a,34.000000
74b,7b,48.000000
74b,80a,24.000000
74b,80b,25.000000
74b,81a,35.000000
74b,81b,24.000000
74b,82a,25.000000
74b,82b,30.000000
74b,83a,18.000000
74b,83b,43.000000
74b,84a,26.000000
74b,84b,21.000000
74b,85a,33.000000
74b,85b,30.000000
74b,86a,24.000000
74b,86b,26.000000
74b,87a,24.000000
74b,87b,27.000000
74b,88a,28.000000
74b,88b,23.000000
74b,89a,24.000000
74b,89b,29.000000
74b,8a,26.000000
74b,8b,30.000000
74b,90a,30.000000
74b,90b,35.000000
74b,91a,27.000000
74b,91b,25.000000
74b,92a,25.000000
74b,92b,25.000000
74b,93a,29.000000
74b,93b,22.000000
74b,94a,23.000000
74b,94b,21.000000
74b,95a,26.000000
74b,95b,42.000000
74b,96a,31.000000
74b,96b,31.000000
74b,97a,24.000000
74b,97b,36.000000
74b,98a,40.000000
74b,98b,44.000000
74b,99a,22.000000
74b,99b,23.000000
74b,9a,35.000000
74b,9b,30.000000
75a,75b,31.000000
75a,76a,40.000000
75a,76b,31.000000
75a,77a,16.000000
75a,77b,75.000000
75a,78a,28.000000
75a,78b,42.000000
75a,79a,40.000000
75a,79b,42.000000
75a,7a,33.000000
75a,7b,32.000000
75a,80a,29.000000
75a,80b,37.000000
75a,81a,38.000000
75a,81b,39.000000
75a,82a,41.000000
75a,82b,36.000000
75a,83a,39.000000
75a,83b,45.000000
75a,84a,34.000000
75a,84b,42.000000
75a,85a,40.000000
75a,85b,42.000000
75a,86a,25.000000
75a,86b,41.000000
75a,87a,37.000000
75a,87b,38.000000
75a,88a,28.000000
75a,88b,42.000000
75a,89a,32.000000
75a,89b,36.000000
75a,8a,40.000000
75a,8b,41.000000
75a,90a,39.000000
75a,90b,40.000000
75a,91a,29.000000
75a,91b,30.000000
75a,92a,42.000000
75a,92b,41.000000
75a,93a,31.000000
75a,93b,28.000000
75a,94a,34.000000
75a,94b,33.000000
75a,95a,38.000000
75a,95b,29.000000
75a,96a,42.000000
75a,96b,40.000000
75a,97a,42.000000
75a,97b,42.000000
75a,98a,41.000000
75a,98b,44.000000
75a,99a,39.000000
75a,99b,42.000000
75a,9a,42.000000
75a,9b,40.000000
75b,76a,35.000000
75b,76b,33.000000
75b,77a,31.000000
75b,77b,65.000000
75b,78a,24.000000
75b,78b,27.500000
75b,79a,35.000000
75b,79b,27.000000
75b,7a,28.000000
75b,7b,28.000000
75b,80a,26.000000
75b,80b,27.000000
75b,81a,29.000000
75b,81b,32.000000
75b,82a,30.000000
75b,82b,24.000000
75b,83a,29.000000
75b,83b,40.000000
75b,84a,31.000000
75b,84b,27.500000
75b,85a,30.000000
75b,85b,36.000000
75b,86a,37.000000
75b,86b,37.000000
75b,87a,24.000000
75b,87b,26.000000
75b,88a,37.000000
75b,88b,31.000000
75b,89a,34.000000
75b,89b,20.000000
75b,8a,35.000000
75b,8b,25.000000
75b,90a,30.000000
75b,90b,29.000000
75b,91a,36.000000
75b,91b,29.000000
75b,92a,36.000000
75b,92b,24.000000
75b,93a,33.000000
75b,93b,19.000000
75b,94a,29.000000
75b,94b,30.000000
75b,95a,27.000000
75b,95b,34.000000
75b,96a,34.000000
75b,96b,28.000000
75b,97a,36.000000
75b,97b,35.000000
75b,98a,38.000000
75b,98b,43.000000
75b,99a,27.500000
75b,99b,30.000000
75b,9a,34.000000
75b,9b,27.000000
76a,76b,24.000000
76a,77a,34.000000
76a,77b,73.000000
76a,78a,45.000000
76a,78b,22.000000
76a,79a,35.000000
76a,79b,16.000000
76a,7a,48.000000
76a,7b,49.000000
76a,80a,33.000000
76a,80b,34.000000
76a,81a,29.000000
76a,81b,24.000000
76a,82a,29.000000
76a,82b,28.000000
76a,83a,37.000000
76a,83b,17.000000
76a,84a,41.000000
76a,84b,28.000000
76a,85a,25.000000
76a,85b,37.000000
76a,86a,20.000000
76a,86b,19.000000
76a,87a,44.000000
76a,87b,31.000000
76a,88a,40.000000
76a,88b,40.000000
76a,89a,20.000000
76a,89b,26.000000
76a,8a,21.000000
76a,8b,30.000000
76a,90a,33.000000
76a,90b,38.000000
76a,91a,22.000000
76a,91b,27.000000
76a,92a,25.000000
76a,92b,20.000000
76a,93a,26.000000
76a,93b,25.000000
76a,94a,31.000000
76a,94b,32.000000
76a,95a,30.000000
76a,95b,37.000000
76a,96a,65.000000
76a,96b,27.000000
76a,97a,41.000000
76a,97b,22.000000
76a,98a,52.000000
76a,98b,22.000000
76a,99a,43.000000
76a,99b,31.000000
76a,9a,43.000000
76a,9b,29.000000
76b,77a,27.000000
76b,77b,66.000000
76b,78a,30.000000
76b,78b,24.000000
76b,79a,33.000000
76b,79b,25.000000
76b,7a,37.000000
76b,7b,49.000000
76b,80a,31.000000
76b,80b,32.000000
76b,81a,23.000000
76b,81b,24.000000
76b,82a,27.000000
76b,82b,27.000000
76b,83a,35.000000
76b,83b,16.000000
76b,84a,34.000000
76b,84b,26.000000
76b,85a,22.000000
76b,85b,35.000000
76b,86a,25.000000
76b,86b,22.000000
76b,87a,35.000000
76b,87b,23.000000
76b,88a,37.000000
76b,88b,28.000000
76b,89a,30.000000
76b,89b,24.000000
76b,8a,25.000000
76b,8b,31.000000
76b,90a,34.000000
76b,90b,36.000000
76b,91a,23.000000
76b,91b,25.000000
76b,92a,30.000000
76b,92b,23.000000
76b,93a,30.000000
76b,93b,18.000000
76b,94a,29.000000
76b,94b,37.000000
76b,95a,27.000000
76b,95b,38.000000
76b,96a,49.000000
76b,96b,25.000000
76b,97a,31.000000
76b,97b,18.500000
76b,98a,41.000000
76b,98b,24.000000
76b,99a,29.000000
76b,99b,29.000000
76b,9a,35.000000
76b,9b,27.000000
